taxonomy	Av_abun	Log_av_abun	No_Samp	Total_Samp	Perc_occu	sum_DU1	sum_WF	sum_RI	IN_DU1	IN_WF	IN_RI	No_Sites	Site	Gills_Sum	Stomach_Sum	Gills_PA	Stomach_PA	Habitat_sum	Habitat	OTU_Name	Of_interest
k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Mycoplasma: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo783427	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo783437	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo783554	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Mycoplasma: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo783933	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo784103	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo784523	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo785321	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Mycoplasma: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo785798	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo786157	No
k__Bacteria: p__Acidobacteria: c__OS.K: o__: f__: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo786545	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Mycoplasma: s__	0.046875	-1.329058719	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo787156	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobacteraceae: g__Desulfococcus: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo787863	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo788294	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Cryomorphaceae: g__Crocinitomix: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo788750	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo789672	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__Verrucomicrobium: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo791225	No
k__Bacteria: p__Planctomycetes: c__: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo791348	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo791844	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo792331	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__Verrucomicrobium: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo792974	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo793678	No
k__Bacteria: p__GN02: c__BD1.5: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo793802	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales: f__Helicobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo793999	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo795469	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo795901	No
k__Bacteria: p__Spirochaetes: c__[Leptospirae]: o__[Leptospirales]: f__Sediment.4: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo796423	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo796555	No
k__Bacteria: p__Acidobacteria: c__Holophagae: o__Holophagales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo796972	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo797348	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo797404	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo797506	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo797929	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfarculales: f__Desulfarculaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo798363	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Mycoplasma: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo798717	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Mycoplasma: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo798781	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Oceanospirillales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo799246	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo799469	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo801684	No
k__Bacteria: p__Verrucomicrobia: c__Verruco.5: o__WCHB1.41: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo801712	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Oceanospirillales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo802703	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Cryomorphaceae: g__Fluviicola: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo802831	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__HTCC2188: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo803211	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo803422	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobulbaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo804714	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo806991	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Sva0853: f__JTB36: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo807101	No
k__Bacteria: p__Cyanobacteria: c__Oscillatoriophycideae: o__Oscillatoriales: f__Phormidiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo807249	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Vibrionales: f__Vibrionaceae: g__Vibrio	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo807457	No
k__Bacteria: p__Verrucomicrobia: c__Verruco.5: o__WCHB1.41: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo807528	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo807547	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__[Weeksellaceae]: g__Cloacibacterium: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo807894	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo808068	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__BD7.3: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo808402	No
k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Rhodocyclales: f__Rhodocyclaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo808832	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo810269	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo810746	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo811387	No
k__Bacteria: p__Bacteroidetes: c__Sphingobacteriia: o__Sphingobacteriales: f__: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo811930	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo812037	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__Caldilineales: f__Caldilineaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo812966	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo813247	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo813377	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__Chromatiaceae: g__Halochromatium: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo814673	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo814944	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo816300	No
k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Rhodocyclales: f__Rhodocyclaceae: g__Dechloromonas: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo816499	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo817638	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__GCA004: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo817916	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__HOC36: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo817988	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo819518	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo819555	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo820712	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__NB1.j: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo821181	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Mycoplasma: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo821225	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfarculales: f__Desulfarculaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo821881	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Cryomorphaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo821888	No
k__Bacteria: p__Bacteroidetes: c__[Saprospirae]: o__[Saprospirales]: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo822810	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Oceanospirillales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo823468	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo823513	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo824597	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo826351	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo827041	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiohalorhabdales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo827475	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiotrichales: f__Piscirickettsiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo828284	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo828494	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Syntrophobacterales: f__Syntrophobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo828531	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo828884	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo829009	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__Chromatiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo829928	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo831100	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo831829	No
k__Bacteria: p__Acidobacteria: c__: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo832084	No
k__Bacteria: p__Verrucomicrobia: c__Verruco.5: o__R76.B128: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo832315	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiotrichales: f__Piscirickettsiaceae: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo832783	No
k__Bacteria: p__Cyanobacteria: c__Synechococcophycideae: o__Synechococcales: f__Synechococcaceae: g__Synechococcus: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo832896	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__HTCC2188: f__HTCC2089: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo833454	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Myxococcales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo833770	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__: f__: g__: s__	0.046875	-1.329058719	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo833873	No
k__Bacteria: p__GN02: c__BD1.5: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo833957	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Acinetobacter: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo834323	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo834493	No
k__Bacteria: p__TM6: c__SJA.4: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo834999	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__Haloferula	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo835128	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Oceanospirillales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo835340	No
k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Procabacteriales: f__Procabacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo835889	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo836205	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo836607	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Oceanospirillales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo837986	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo838072	No
k__Bacteria: p__GN02: c__BD1.5: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo838298	No
k__Bacteria: p__Bacteroidetes: c__Cytophagia: o__Cytophagales: f__Flammeovirgaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo838636	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.046875	-1.329058719	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo839110	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo839620	No
k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__SBla14: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo839985	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo841924	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo842909	No
k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo843102	No
k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Burkholderiales: f__Alcaligenaceae	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo843333	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Mycoplasma: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo844332	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__Shewanellaceae: g__Shewanella: s__	0.015625	-1.806179974	1	64	0.015625	0	0	1	0	0	1	1	RI	0	1	0	1	1	Stomach	denovo844629	No
